"subjectid" "activitylabel" "atbodyaccmeanx" "atbodyaccmeany" "atbodyaccmeanz" "atgravityaccmeanx" "atgravityaccmeany" "atgravityaccmeanz" "atbodyaccjerkmeanx" "atbodyaccjerkmeany" "atbodyaccjerkmeanz" "atbodygyromeanx" "atbodygyromeany" "atbodygyromeanz" "atbodygyrojerkmeanx" "atbodygyrojerkmeany" "atbodygyrojerkmeanz" "atbodyaccmagmean" "atgravityaccmagmean" "atbodyaccjerkmagmean" "atbodygyromagmean" "atbodygyrojerkmagmean" "afbodyaccmeanx" "afbodyaccmeany" "afbodyaccmeanz" "afbodyaccmeanfreqx" "afbodyaccmeanfreqy" "afbodyaccmeanfreqz" "afbodyaccjerkmeanx" "afbodyaccjerkmeany" "afbodyaccjerkmeanz" "afbodyaccjerkmeanfreqx" "afbodyaccjerkmeanfreqy" "afbodyaccjerkmeanfreqz" "afbodygyromeanx" "afbodygyromeany" "afbodygyromeanz" "afbodygyromeanfreqx" "afbodygyromeanfreqy" "afbodygyromeanfreqz" "afbodyaccmagmean" "afbodyaccmagmeanfreq" "afbodybodyaccjerkmagmean" "afbodybodyaccjerkmagmeanfreq" "afbodybodygyromagmean" "afbodybodygyromagmeanfreq" "afbodybodygyrojerkmagmean" "afbodybodygyrojerkmagmeanfreq" "atbodyaccstdx" "atbodyaccstdy" "atbodyaccstdz" "atgravityaccstdx" "atgravityaccstdy" "atgravityaccstdz" "atbodyaccjerkstdx" "atbodyaccjerkstdy" "atbodyaccjerkstdz" "atbodygyrostdx" "atbodygyrostdy" "atbodygyrostdz" "atbodygyrojerkstdx" "atbodygyrojerkstdy" "atbodygyrojerkstdz" "atbodyaccmagstd" "atgravityaccmagstd" "atbodyaccjerkmagstd" "atbodygyromagstd" "atbodygyrojerkmagstd" "afbodyaccstdx" "afbodyaccstdy" "afbodyaccstdz" "afbodyaccjerkstdx" "afbodyaccjerkstdy" "afbodyaccjerkstdz" "afbodygyrostdx" "afbodygyrostdy" "afbodygyrostdz" "afbodyaccmagstd" "afbodybodyaccjerkmagstd" "afbodybodygyromagstd" "afbodybodygyrojerkmagstd"
"79" 14 "LAYING" 0.23327 -0.01134 -0.08683 -0.14548 0.48539 0.83656 0.09814 -0.00831 -0.03236 0.00505 -0.15342 0.14912 -0.10544 -0.03726 -0.05661 -0.90597 -0.90597 -0.97257 -0.90466 -0.97562 -0.93393 -0.93036 -0.92788 -0.44295 -0.14975 0.03134 -0.97201 -0.96934 -0.96859 -0.15859 -0.23115 -0.08879 -0.94995 -0.93808 -0.9491 -0.23688 -0.27783 0.02333 -0.89946 -0.13177 -0.96798 0.17572 -0.93015 -0.19083 -0.96645 0.12164 -0.9175 -0.90969 -0.90033 -0.86213 -0.94877 -0.9013 -0.97147 -0.96812 -0.97243 -0.95722 -0.93249 -0.95229 -0.97027 -0.96804 -0.97971 -0.85659 -0.85659 -0.96645 -0.91343 -0.964 -0.91197 -0.90522 -0.89405 -0.97349 -0.96911 -0.97491 -0.95974 -0.92995 -0.95779 -0.8596 -0.9636 -0.91776 -0.96366
"80" 14 "SITTING" 0.27999 -0.0087 -0.1004 0.93903 -0.03645 -0.09459 0.07418 -0.00436 -0.01057 -0.04404 -0.07134 0.09285 -0.09216 -0.04345 -0.05201 -0.94419 -0.94419 -0.97652 -0.94275 -0.98831 -0.97645 -0.93264 -0.94412 -0.14504 -0.09042 -0.03579 -0.98156 -0.96895 -0.97275 0.00357 -0.23214 -0.14951 -0.97857 -0.9698 -0.95702 -0.10748 -0.34128 -0.08349 -0.94058 0.01536 -0.97298 0.19841 -0.96332 -0.17197 -0.98732 0.07406 -0.9763 -0.91493 -0.92277 -0.97628 -0.95032 -0.93841 -0.98089 -0.96782 -0.97613 -0.98082 -0.96204 -0.9529 -0.99028 -0.98691 -0.98281 -0.92549 -0.92549 -0.97334 -0.94708 -0.98696 -0.9763 -0.91159 -0.91767 -0.98192 -0.96894 -0.97818 -0.98157 -0.95822 -0.95602 -0.92919 -0.97295 -0.94651 -0.98706
"81" 14 "STANDING" 0.28054 -0.0152 -0.10381 0.87531 -0.22669 -0.33817 0.07379 0.00579 -0.0072 -0.02208 -0.05581 0.07904 -0.10071 -0.045 -0.0509 -0.94345 -0.94345 -0.97296 -0.94353 -0.97487 -0.97269 -0.94217 -0.94242 -0.2459 -0.13843 0.00253 -0.97818 -0.96724 -0.96671 0.02375 -0.21219 -0.06908 -0.95711 -0.95083 -0.95099 -0.30601 -0.278 -0.19889 -0.94971 -0.03747 -0.97021 0.21425 -0.9444 -0.19103 -0.96917 0.01254 -0.97326 -0.92852 -0.92227 -0.972 -0.96578 -0.94075 -0.97824 -0.96636 -0.97076 -0.96109 -0.94628 -0.94658 -0.96994 -0.97069 -0.97468 -0.93673 -0.93673 -0.97043 -0.93142 -0.96683 -0.9736 -0.92605 -0.91778 -0.98039 -0.96783 -0.97359 -0.96274 -0.9443 -0.95016 -0.93979 -0.96967 -0.93481 -0.96601
"82" 14 "WALKING" 0.27195 -0.02177 -0.10675 0.80297 -0.27031 -0.42249 0.07208 0.02411 0.01997 -0.00347 -0.08296 0.05132 -0.11065 -0.04389 -0.03888 -0.1444 -0.1444 -0.37729 -0.1372 -0.51989 -0.42149 -0.1746 -0.17736 -0.3588 -0.14366 -0.17552 -0.47236 -0.37676 -0.41589 -0.2559 -0.36346 -0.32311 -0.50859 -0.21589 -0.21292 -0.15944 -0.42029 -0.36097 -0.37351 -0.03683 -0.43159 0.1647 -0.31138 -0.03983 -0.59103 0.20091 -0.40263 -0.05361 0.05188 -0.97481 -0.95445 -0.94751 -0.45449 -0.34433 -0.47279 -0.60038 -0.01483 -0.12609 -0.57175 -0.53673 -0.49718 -0.3638 -0.3638 -0.43974 -0.2014 -0.6061 -0.39585 -0.05427 0.08548 -0.48479 -0.35352 -0.52888 -0.63008 0.08329 -0.18023 -0.45749 -0.45342 -0.2655 -0.65567
"83" 14 "WALKING_DOWNSTAIRS" 0.29342 -0.02001 -0.09283 0.81629 -0.26425 -0.39255 0.04286 0.02913 0.01049 -0.0147 -0.09452 0.03533 -0.10862 -0.07405 -0.06159 0.18553 0.18553 0.03536 0.16634 -0.27512 0.02125 0.37148 0.28073 -0.3496 -0.00777 -0.09843 -0.03378 0.16477 -0.02487 -0.27101 -0.30693 -0.2953 -0.29531 0.0132 0.49241 -0.2501 -0.20705 -0.11345 0.4719 0.00046 0.18622 -0.0017 -0.07875 0.08003 -0.25474 0.05293 0.01783 0.37887 0.45157 -0.91909 -0.92072 -0.87956 0.01295 0.19279 -0.13363 -0.35455 0.05699 0.35619 -0.537 -0.28431 0.09138 0.4284 0.4284 0.1947 -0.06651 -0.27474 0.01408 0.29363 0.42756 -0.03023 0.13873 -0.24485 -0.37888 0.07413 0.18279 0.17868 0.19426 -0.22392 -0.35684
"84" 14 "WALKING_UPSTAIRS" 0.26242 -0.02043 -0.11227 0.68825 -0.32268 -0.49508 0.08033 -0.01831 0.00344 0.08138 -0.12349 -0.04413 -0.12826 -0.02077 -0.01372 0.1401 0.1401 -0.28366 0.36577 -0.39992 -0.3235 0.01639 0.19169 -0.38913 -0.36654 -0.36787 -0.38349 -0.3476 -0.264 -0.26393 -0.48734 -0.52152 -0.44104 0.11868 0.1967 -0.38972 -0.52187 -0.50157 -0.07598 -0.16872 -0.28874 0.03992 0.04885 -0.28741 -0.45725 0.07634 -0.30939 0.30719 0.60901 -0.92852 -0.90723 -0.87545 -0.36878 -0.33642 -0.32786 -0.45428 0.47651 0.56487 -0.64661 -0.37147 -0.35981 -0.01976 -0.01976 -0.33708 0.29997 -0.48581 -0.30498 0.35607 0.68712 -0.41096 -0.37157 -0.39107 -0.46474 0.64623 0.52245 -0.14325 -0.40984 0.23665 -0.56496
"85" 15 "LAYING" 0.28947 -0.01662 -0.11853 -0.17199 0.89924 -0.03691 0.07675 0.01239 -0.00443 -0.01683 -0.06197 0.11345 -0.10226 -0.04158 -0.06243 -0.95534 -0.95534 -0.97989 -0.9446 -0.98323 -0.97401 -0.96246 -0.95156 -0.14891 0.24059 0.06274 -0.98132 -0.97083 -0.97477 0.11478 0.0141 0.00103 -0.95541 -0.96431 -0.95819 -0.15498 -0.14602 0.00081 -0.956 0.12735 -0.97368 0.27348 -0.94681 -0.19634 -0.97572 0.08866 -0.97225 -0.96275 -0.92958 -0.9615 -0.98603 -0.95071 -0.98173 -0.97092 -0.9784 -0.95716 -0.96114 -0.95653 -0.97392 -0.98048 -0.98011 -0.94331 -0.94331 -0.97364 -0.92404 -0.97365 -0.97171 -0.96459 -0.92392 -0.98394 -0.97321 -0.98074 -0.95822 -0.95999 -0.96001 -0.9455 -0.97253 -0.92368 -0.97264
"86" 15 "SITTING" 0.2729 -0.01171 -0.11366 0.89036 0.21084 0.00281 0.07847 -0.00898 -0.00237 -0.03771 -0.08034 0.09519 -0.09536 -0.0396 -0.05241 -0.95866 -0.95866 -0.9861 -0.95733 -0.99218 -0.98661 -0.93892 -0.96322 -4e-05 0.09668 0.15105 -0.9881 -0.97815 -0.9849 0.24002 0 0.03975 -0.98615 -0.9792 -0.96673 0.10547 -0.15462 -0.00867 -0.94975 0.1575 -0.98468 0.24281 -0.97376 -0.0544 -0.99018 0.20801 -0.98708 -0.9224 -0.94933 -0.98262 -0.94356 -0.95297 -0.98816 -0.97812 -0.98701 -0.9882 -0.97532 -0.96376 -0.99288 -0.99031 -0.98793 -0.93797 -0.93797 -0.98463 -0.96347 -0.98972 -0.98738 -0.91916 -0.9457 -0.98931 -0.97971 -0.98769 -0.98888 -0.97345 -0.96622 -0.94119 -0.98327 -0.96337 -0.9895
"87" 15 "STANDING" 0.27891 -0.01835 -0.10591 0.96552 -0.16471 0.06459 0.07522 0.00617 -0.00658 -0.02624 -0.06596 0.07619 -0.10135 -0.04385 -0.05227 -0.9612 -0.9612 -0.98149 -0.94696 -0.9844 -0.98672 -0.94334 -0.96547 0.06271 -0.03449 0.09939 -0.98535 -0.96788 -0.98263 0.26794 -0.17361 0.06504 -0.95038 -0.97513 -0.96826 -0.18867 -0.13016 -0.05123 -0.96033 0.03289 -0.97907 0.29368 -0.95673 -0.19991 -0.98318 0.05702 -0.98894 -0.9319 -0.95167 -0.98843 -0.96568 -0.95881 -0.98545 -0.96772 -0.9853 -0.94779 -0.97133 -0.96816 -0.97151 -0.9881 -0.98129 -0.9486 -0.9486 -0.97999 -0.93128 -0.98143 -0.99006 -0.93028 -0.9479 -0.98693 -0.96993 -0.98665 -0.94827 -0.96944 -0.97128 -0.9502 -0.98018 -0.92883 -0.98032
"88" 15 "WALKING" 0.27389 -0.01708 -0.10762 0.95152 -0.23391 0.07573 0.08977 0.0089 0.00065 -0.05548 -0.06124 0.08424 -0.07766 -0.05525 -0.05109 -0.18651 -0.18651 -0.32012 -0.24371 -0.54397 -0.31744 0.11132 -0.55494 -0.39551 0.02917 -0.0059 -0.39082 -0.06693 -0.6489 -0.29208 -0.33056 -0.18683 -0.25339 -0.53542 -0.46146 -0.14919 -0.33959 -0.04851 -0.27515 0.07822 -0.28975 0.01641 -0.48916 -0.04588 -0.64507 0.00706 -0.32796 0.13891 -0.51893 -0.97839 -0.97105 -0.95805 -0.37321 -0.03192 -0.68626 -0.32962 -0.42086 -0.48653 -0.28376 -0.7024 -0.59166 -0.32387 -0.32387 -0.31007 -0.42579 -0.63778 -0.33252 0.08056 -0.53702 -0.4115 -0.06068 -0.72305 -0.35763 -0.36536 -0.54399 -0.45834 -0.34241 -0.48175 -0.65401
"89" 15 "WALKING_DOWNSTAIRS" 0.28019 -0.00563 -0.11052 0.9323 -0.16746 0.07888 0.07114 0.01511 -0.01002 -0.13661 -0.03467 0.07117 -0.04825 -0.04954 -0.03392 0.32044 0.32044 -0.03726 -0.12168 -0.50946 0.2353 0.16751 -0.25981 -0.44557 0.02336 0.18074 0.06196 -0.02697 -0.34537 -0.37713 -0.38632 -0.1174 -0.22735 -0.40233 -0.18319 -0.24634 -0.13471 -0.06451 0.33115 -0.05817 0.15841 -0.07996 -0.37389 -0.11097 -0.56539 0.05641 0.40647 0.18653 -0.28198 -0.9428 -0.92568 -0.934 0.13459 0.0158 -0.404 -0.31869 -0.3732 -0.25064 -0.45598 -0.57496 -0.39454 0.3532 0.3532 0.15963 -0.28424 -0.56364 0.46632 0.11999 -0.3574 0.10806 -0.00722 -0.46159 -0.35163 -0.36097 -0.34367 0.15312 0.1505 -0.34938 -0.59347
"90" 15 "WALKING_UPSTAIRS" 0.27018 -0.02875 -0.11695 0.91854 -0.31496 0.08118 0.07297 -0.00417 -0.00525 0.09033 -0.15472 0.09116 -0.14448 -0.03654 -0.07672 -0.00097 -0.00097 -0.31605 -0.20121 -0.66363 -0.07463 -0.10193 -0.53959 -0.50501 -0.14977 -0.25096 -0.23705 -0.3381 -0.71455 -0.43949 -0.46849 -0.31351 -0.36109 -0.51702 -0.4857 -0.28436 -0.4652 -0.21912 -0.16524 -0.0383 -0.26195 0.10096 -0.45369 -0.29197 -0.73142 0.14401 -0.02609 -0.00406 -0.37971 -0.95256 -0.92764 -0.92161 -0.18694 -0.31186 -0.7488 -0.41525 -0.33023 -0.47736 -0.52553 -0.76305 -0.6579 -0.13655 -0.13655 -0.31336 -0.28842 -0.74895 -0.00838 -0.01913 -0.3496 -0.20723 -0.33039 -0.783 -0.43722 -0.24361 -0.52374 -0.25565 -0.39131 -0.30858 -0.7931
"91" 16 "LAYING" 0.27422 -0.01661 -0.10731 -0.20678 -0.01992 0.89388 0.07839 0.01328 -0.00154 -0.01615 -0.11367 0.09662 -0.1022 -0.03477 -0.05767 -0.96183 -0.96183 -0.98834 -0.95177 -0.99083 -0.98021 -0.96363 -0.97458 -0.34641 -0.18301 0.13067 -0.98858 -0.98475 -0.98554 0.06559 -0.01857 0.0652 -0.97589 -0.97609 -0.98595 -0.12555 -0.2155 0.10023 -0.96802 -0.1213 -0.98751 0.35326 -0.97024 -0.12499 -0.98869 0.09098 -0.97369 -0.94306 -0.96549 -0.96376 -0.96608 -0.96788 -0.98841 -0.98486 -0.98764 -0.97701 -0.97074 -0.98478 -0.98583 -0.98904 -0.99446 -0.95789 -0.95789 -0.98789 -0.95902 -0.98821 -0.9714 -0.93708 -0.96252 -0.98928 -0.98621 -0.98834 -0.9775 -0.96813 -0.98573 -0.95811 -0.98724 -0.95897 -0.98805
"92" 16 "SITTING" 0.28076 -0.01024 -0.08914 0.94245 -0.08658 0.08926 0.07343 0.00985 -0.0115 -0.0412 -0.05745 0.07957 -0.09572 -0.04503 -0.05883 -0.96187 -0.96187 -0.98747 -0.94641 -0.99244 -0.98704 -0.96145 -0.95955 -0.00757 0.14998 0.13156 -0.99096 -0.98175 -0.98117 0.20345 -0.0272 0.01101 -0.97863 -0.96679 -0.96005 0.13869 -0.1748 0.20711 -0.95833 0.24061 -0.98396 0.32005 -0.95406 0.00068 -0.98936 0.23263 -0.98682 -0.9516 -0.93967 -0.98015 -0.96802 -0.94581 -0.99086 -0.9818 -0.98348 -0.98103 -0.95833 -0.96028 -0.98958 -0.99062 -0.98836 -0.94105 -0.94105 -0.98361 -0.93794 -0.98826 -0.98689 -0.94982 -0.93465 -0.99156 -0.98323 -0.98436 -0.98205 -0.95434 -0.96427 -0.94258 -0.98219 -0.93886 -0.9875
"93" 16 "STANDING" 0.28349 -0.01659 -0.10365 0.94158 -0.05788 -0.16673 0.07364 0.01207 -0.00476 -0.02993 -0.06866 0.08673 -0.1001 -0.04249 -0.05443 -0.96994 -0.96994 -0.9892 -0.97252 -0.99284 -0.98942 -0.96931 -0.96999 -0.01623 0.06735 0.05251 -0.99103 -0.98242 -0.98609 0.26745 -0.01107 -0.00527 -0.97315 -0.98359 -0.98363 -0.11757 -0.18018 0.00791 -0.97108 0.09249 -0.9865 0.34467 -0.97544 -0.08359 -0.99117 0.21107 -0.98907 -0.96029 -0.95346 -0.98535 -0.98055 -0.95956 -0.99102 -0.98262 -0.98807 -0.9734 -0.98011 -0.98235 -0.9871 -0.99258 -0.99269 -0.95729 -0.95729 -0.98676 -0.9641 -0.9908 -0.9891 -0.95817 -0.94854 -0.99184 -0.98423 -0.98865 -0.97392 -0.9784 -0.98352 -0.95717 -0.98591 -0.96357 -0.99067
"94" 16 "WALKING" 0.27602 -0.02042 -0.1088 0.92598 -0.06682 -0.21735 0.07702 0.00968 0.0036 -0.01517 -0.06959 0.08186 -0.11091 -0.04338 -0.05329 -0.25876 -0.25876 -0.36314 -0.48593 -0.67154 -0.39479 -0.3215 -0.24436 -0.35068 -0.02703 0.03098 -0.4414 -0.45427 -0.42233 -0.33091 -0.39651 -0.45392 -0.59574 -0.61973 -0.43288 -0.18403 -0.08704 -0.28507 -0.41046 0.1756 -0.37827 0.09219 -0.66922 0.17972 -0.72068 0.10767 -0.40469 -0.31456 -0.15979 -0.98246 -0.97378 -0.96138 -0.39622 -0.42556 -0.44025 -0.65417 -0.61259 -0.36548 -0.67588 -0.71223 -0.57126 -0.4718 -0.4718 -0.40338 -0.66507 -0.7228 -0.40907 -0.35437 -0.1805 -0.40288 -0.43361 -0.45663 -0.67374 -0.61194 -0.40321 -0.59215 -0.44144 -0.72113 -0.74572
"95" 16 "WALKING_DOWNSTAIRS" 0.29558 -0.01838 -0.11987 0.91781 -0.05848 -0.22538 0.09078 -0.01481 -0.02931 -0.02253 -0.06826 0.08353 -0.1039 -0.05676 -0.06121 0.19107 0.19107 -0.1659 -0.30982 -0.59089 0.03682 -0.13459 -0.04769 -0.44795 -0.00264 0.03529 -0.15544 -0.28995 -0.24197 -0.36897 -0.41706 -0.37663 -0.42084 -0.47951 -0.375 -0.28262 0.0791 -0.12132 0.11403 0.02013 -0.07456 -0.01484 -0.48825 0.04154 -0.58966 0.10292 0.20725 -0.14699 0.01143 -0.95778 -0.95548 -0.91058 -0.10118 -0.26168 -0.30338 -0.45418 -0.52832 -0.44463 -0.62367 -0.58342 -0.54063 0.11918 0.11918 -0.07834 -0.42231 -0.59582 0.26611 -0.20868 -0.03797 -0.12568 -0.2815 -0.36402 -0.47037 -0.56521 -0.5211 -0.05341 -0.09196 -0.47993 -0.63347
"96" 16 "WALKING_UPSTAIRS" 0.25598 -0.01436 -0.12407 0.82687 -0.08059 -0.37905 0.07625 0.01737 0.03805 0.07184 -0.04861 -0.00779 -0.1409 -0.02962 -0.03541 -0.23399 -0.23399 -0.48321 -0.30826 -0.7377 -0.47498 -0.26806 -0.33585 -0.43803 -0.22364 -0.3015 -0.54608 -0.4686 -0.56522 -0.33223 -0.53579 -0.51956 -0.53239 -0.64201 -0.49242 -0.38064 -0.31198 -0.41978 -0.37064 -0.09373 -0.47559 0.06734 -0.63054 -0.27923 -0.78783 0.13453 -0.39708 -0.16373 -0.12928 -0.94841 -0.93365 -0.90764 -0.52108 -0.42562 -0.59341 -0.50808 -0.58638 -0.36502 -0.70726 -0.77471 -0.7171 -0.33479 -0.33479 -0.49306 -0.51818 -0.79729 -0.36963 -0.16632 -0.09456 -0.53807 -0.41712 -0.62012 -0.50989 -0.5596 -0.3873 -0.41892 -0.51993 -0.53248 -0.82531
"97" 17 "LAYING" 0.26978 -0.01684 -0.107 -0.19913 0.65879 0.72265 0.0779 0.00706 -0.00014 -0.02347 -0.09445 0.11144 -0.10204 -0.03619 -0.06049 -0.95302 -0.95302 -0.9816 -0.96073 -0.98554 -0.97435 -0.95464 -0.9654 -0.11514 0.0546 0.08344 -0.98147 -0.97721 -0.98038 0.18844 0.02793 0.02657 -0.97194 -0.97366 -0.97616 0.00656 0.01548 0.13197 -0.96104 -0.04946 -0.97968 0.37427 -0.96901 -0.04655 -0.98276 0.24285 -0.97296 -0.94479 -0.95347 -0.96106 -0.96146 -0.95716 -0.98148 -0.97696 -0.98281 -0.97589 -0.97148 -0.9762 -0.98079 -0.98313 -0.98822 -0.94825 -0.94825 -0.98012 -0.95932 -0.98203 -0.97243 -0.94279 -0.95011 -0.98321 -0.97834 -0.98385 -0.9772 -0.97062 -0.97835 -0.94904 -0.97965 -0.96002 -0.98198
"98" 17 "SITTING" 0.27735 -0.01415 -0.11362 0.94488 -0.00281 -0.1358 0.07507 0.0056 -0.00155 -0.04254 -0.06692 0.086 -0.09424 -0.04111 -0.05109 -0.97274 -0.97274 -0.99281 -0.96717 -0.99633 -0.99396 -0.96992 -0.97484 0.02848 0.13574 0.18391 -0.99454 -0.98832 -0.98882 0.232 0.08853 0.0995 -0.98841 -0.98879 -0.98161 0.16768 -0.14879 0.12343 -0.97362 0.126 -0.99142 0.38152 -0.98336 -0.01817 -0.9952 0.35868 -0.99444 -0.96185 -0.96572 -0.99019 -0.96672 -0.95661 -0.99434 -0.98863 -0.99052 -0.98963 -0.98612 -0.9797 -0.99525 -0.99498 -0.99384 -0.96506 -0.96506 -0.99144 -0.97541 -0.99444 -0.99465 -0.95978 -0.96292 -0.99461 -0.98991 -0.99081 -0.99004 -0.98481 -0.98096 -0.96539 -0.99031 -0.97471 -0.99362
"99" 17 "STANDING" 0.27794 -0.01741 -0.11143 0.90467 -0.25748 -0.20268 0.07408 0.00657 -0.00403 -0.02695 -0.07706 0.08805 -0.10128 -0.04045 -0.05463 -0.97763 -0.97763 -0.99174 -0.97818 -0.99367 -0.99092 -0.97417 -0.98023 -0.03255 0.04552 0.10758 -0.99212 -0.98627 -0.98956 0.25711 0.07399 0.08472 -0.98069 -0.98733 -0.98595 -0.13903 -0.16273 0.06017 -0.98096 0.11905 -0.99016 0.42684 -0.98429 -0.11563 -0.99272 0.31461 -0.99116 -0.96817 -0.97046 -0.98575 -0.97581 -0.96917 -0.99209 -0.98666 -0.99121 -0.98137 -0.98512 -0.98553 -0.98925 -0.99369 -0.99232 -0.97537 -0.97537 -0.99036 -0.97768 -0.99237 -0.99131 -0.96642 -0.96699 -0.99277 -0.9882 -0.99145 -0.98179 -0.98394 -0.98672 -0.9755 -0.98947 -0.97726 -0.99217
"100" 17 "WALKING" 0.27234 -0.01848 -0.10979 0.92811 -0.17992 -0.19026 0.07731 0.013 0.02437 -0.00922 -0.08397 0.07571 -0.10995 -0.03792 -0.05138 -0.15115 -0.15115 -0.30109 -0.335 -0.51716 -0.36099 -0.06502 -0.38283 -0.41494 0.00857 -0.09333 -0.42344 -0.19423 -0.52342 -0.4368 -0.40049 -0.44673 -0.40771 -0.49016 -0.3988 -0.10258 -0.07616 -0.16327 -0.42938 0.17434 -0.33593 0.02741 -0.51861 0.35156 -0.58271 0.15204 -0.3195 -0.01757 -0.26582 -0.98098 -0.96861 -0.9569 -0.35549 -0.09353 -0.5343 -0.47981 -0.45493 -0.38604 -0.43129 -0.5602 -0.52442 -0.46183 -0.46183 -0.27567 -0.52249 -0.5397 -0.3048 -0.05561 -0.26239 -0.34386 -0.04703 -0.54387 -0.50484 -0.43923 -0.43876 -0.56516 -0.21123 -0.61532 -0.52038
"101" 17 "WALKING_DOWNSTAIRS" 0.29391 -0.01673 -0.08924 0.92881 -0.15107 -0.16096 0.11825 -0.01138 -0.00939 0.06777 -0.12351 0.01628 -0.10777 -0.03817 -0.05825 0.14895 0.14895 -0.22163 -0.23264 -0.54032 -0.02262 -0.13027 -0.31808 -0.51456 -0.1558 -0.11333 -0.21509 -0.35126 -0.49866 -0.50855 -0.55908 -0.45293 -0.31641 -0.45112 -0.40338 -0.27949 -0.07444 -0.15472 0.05806 -0.05536 -0.18868 -0.04459 -0.40943 -0.02589 -0.57734 0.16304 0.18771 -0.06078 -0.23106 -0.95002 -0.94657 -0.90109 -0.10343 -0.30406 -0.53633 -0.37043 -0.45928 -0.46846 -0.5268 -0.57214 -0.54277 0.0914 0.0914 -0.20657 -0.35268 -0.59231 0.25894 -0.08605 -0.24541 -0.07187 -0.29893 -0.57304 -0.39319 -0.46939 -0.54094 -0.06188 -0.23653 -0.42886 -0.64339
"102" 17 "WALKING_UPSTAIRS" 0.2526 -0.02286 -0.12129 0.85353 -0.28415 -0.29817 0.0768 0.03083 0.00759 -0.03042 -0.05484 0.05609 -0.14265 -0.04144 -0.02234 -0.0128 -0.0128 -0.35723 -0.23519 -0.63736 -0.13975 -0.11751 -0.39992 -0.52923 -0.15669 -0.25832 -0.36027 -0.37705 -0.63301 -0.57604 -0.47405 -0.55282 -0.41622 -0.52143 -0.32427 -0.23093 -0.21055 -0.34917 -0.1503 -0.1844 -0.36029 -0.08901 -0.50406 -0.10352 -0.669 0.08655 -0.06295 -0.01317 -0.23022 -0.94946 -0.91597 -0.93015 -0.29266 -0.34979 -0.65743 -0.49656 -0.49304 -0.2344 -0.60604 -0.67672 -0.61058 -0.10287 -0.10287 -0.39091 -0.44083 -0.68231 -0.03553 -0.02527 -0.20481 -0.28721 -0.36511 -0.68032 -0.52446 -0.48115 -0.27789 -0.21739 -0.43738 -0.49644 -0.72415
"103" 18 "LAYING" 0.27469 -0.01739 -0.10769 -0.2206 0.71975 0.60549 0.07499 0.0117 -0.00121 -0.02517 -0.08375 0.09377 -0.09971 -0.03934 -0.05931 -0.98645 -0.98645 -0.98832 -0.98074 -0.99309 -0.98517 -0.9849 -0.9886 -0.09752 0.26446 0.32427 -0.9864 -0.98586 -0.98911 0.15976 0.05516 0.16685 -0.99243 -0.98561 -0.98499 0.05515 -0.0556 0.19308 -0.98678 0.33947 -0.98854 0.39363 -0.98432 0.15937 -0.9919 0.32013 -0.98452 -0.98616 -0.98765 -0.98271 -0.99409 -0.99095 -0.98592 -0.98555 -0.99066 -0.99287 -0.9842 -0.9851 -0.9961 -0.99054 -0.99254 -0.98646 -0.98646 -0.98952 -0.98056 -0.99215 -0.98432 -0.98674 -0.98722 -0.98664 -0.98621 -0.99074 -0.99301 -0.98345 -0.98648 -0.98764 -0.98971 -0.98146 -0.99273
"104" 18 "SITTING" 0.27727 -0.01286 -0.1119 0.90981 0.12988 0.16187 0.07662 0.00694 0.00278 -0.0333 -0.06857 0.08481 -0.09547 -0.03971 -0.0523 -0.98367 -0.98367 -0.98986 -0.97763 -0.99487 -0.99314 -0.97653 -0.98299 0.05123 0.17128 0.17145 -0.99192 -0.98364 -0.98868 0.23474 0.00687 0.04374 -0.98996 -0.9887 -0.98302 0.11367 -0.15037 0.1032 -0.98478 0.30458 -0.9904 0.45909 -0.98653 0.04925 -0.9948 0.32961 -0.99434 -0.97492 -0.97757 -0.99404 -0.98403 -0.97834 -0.99162 -0.984 -0.99015 -0.99195 -0.98675 -0.98152 -0.99417 -0.99422 -0.99281 -0.98159 -0.98159 -0.99115 -0.98137 -0.99486 -0.9949 -0.97498 -0.97572 -0.99203 -0.98569 -0.99014 -0.99257 -0.98571 -0.98279 -0.98222 -0.99104 -0.98125 -0.99496
"105" 18 "STANDING" 0.27845 -0.01663 -0.10845 0.94757 -0.2042 -0.04857 0.07535 0.01046 -0.00181 -0.02658 -0.07322 0.08431 -0.09871 -0.04065 -0.05323 -0.9726 -0.9726 -0.98596 -0.963 -0.98868 -0.9904 -0.96123 -0.97577 0.01566 -0.04371 -0.01764 -0.98954 -0.97524 -0.98626 0.20029 -0.15743 0.00408 -0.96442 -0.98356 -0.97429 -0.25005 -0.26449 -0.10045 -0.97679 0.04479 -0.98498 0.36101 -0.97235 -0.21255 -0.98896 0.09854 -0.99201 -0.95422 -0.96187 -0.99427 -0.98133 -0.97604 -0.98943 -0.97527 -0.98845 -0.96225 -0.98041 -0.97282 -0.98197 -0.99115 -0.98625 -0.97228 -0.97228 -0.98601 -0.95979 -0.98851 -0.99278 -0.95291 -0.95721 -0.99028 -0.97717 -0.98927 -0.96227 -0.9788 -0.97482 -0.97326 -0.98627 -0.95911 -0.9884
